CRN,Ders Kodu,Ders Adı,Öğretim Yöntemi,Öğretim Üyesi,Bina,Gün,Saat,Derslik,Kontenjan,Yazılan,Reservasyon Böl./Kont./Yaz.,Dersi Alabilen Programlar,Ders Önşartları,Başarılan Kredi/Sınıf Önşartı,bransKodu
30449,MEK 205,Mühendislik Mekaniği,Fiziksel (Yüz yüze),Hacı Abdullah Taşdemir,MKB MKB,Salı Perşembe,13:30/17:29 14:30/17:29,-- --,40,17,-,"END_LS, GID_LS, GMI_LS, IML_LS, ISL_LS, JEF_LS, JEO_LS, MAD_LS, TEK_LS, TEKE_LS",Detay,-,MEK
30422,MEK 205E,Engineering Mechanics,Fiziksel (Yüz yüze),Hacı Abdullah Taşdemir,MKB MKB,Salı Perşembe,09:30/12:29 09:30/13:29,A501 A501,40,20,-,"CHZE_LS, END_LS, ENDE_LS, GID_LS, GMI_LS, GMIE_LS, IML_LS, IND_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, MAD_LS, MADE_LS, MEN_LS, PET_LS, PETE_LS, TEK_LS, TEKE_LS",Detay,-,MEK
30255,MIM 346,"Bina, İklim, Enerji İlişkileri",Fiziksel (Yüz yüze),Gülten Manioğlu,MMB MMB,Çarşamba Çarşamba,09:00/12:29 13:30/16:59,136B 136B,12,7,-,MIM_LS,Detay,-,MIM
30345,MTO 102,Bilgisayarlı Teknik Resim,Fiziksel (Yüz yüze),Hüsnü Barbaros Soyer,INB INB,Cuma Cuma,08:30/12:29 14:30/17:29,D104 D104,40,12,-,"IBM_LS, IBM_YD, MTO_LS, MTO_YD",-,-,MTO
30270,MTO 214,Atmosfer Termodinamiği,Fiziksel (Yüz yüze),Kasım Koçak,MEDC MEDC,Pazartesi Salı,12:30/17:29 12:30/16:59,2D12 2D12,30,15,-,"IBM_LS, MTO_LS",-,-,MTO
30276,MTO 301,Meteo.Uzaktan Algılamanın Tem.,Fiziksel (Yüz yüze),Ahmet Öztopal,INB INB,Salı Salı,13:30/16:29 09:30/11:29,D101 D101,20,4,-,"IBM_LS, MTO_LS",-,-,MTO
30480,MTO 303E,Comput.Fluid Dyn.in Meteo.Eng.,Fiziksel (Yüz yüze),Hüseyin Toros,MEDC,Pazartesi,12:30/17:29,2D13,40,22,-,"IBM_LS, MTO_LS",Detay,-,MTO
30271,MTO 311E,Data Analysis,Fiziksel (Yüz yüze),Kasım Koçak,MEDC MEDC MEDC MEDC,Pazartesi Çarşamba Perşembe Perşembe,08:30/11:29 08:30/11:29 08:30/12:29 13:30/15:29,2D12 2D12 2D12 2D12,30,22,-,"IBM_LS, MTO_LS",-,-,MTO
30272,MTO 340,Atmosfer Dinamiği II,Fiziksel (Yüz yüze),Elçin Tan,MEDC MEDC,Salı Çarşamba,13:00/17:29 12:30/17:29,2D11 2D11,35,30,-,"IBM_LS, IBM_YD, MTO_LS, MTO_YD",Detay,-,MTO
30324,MUK 203,Mukavemet I,Fiziksel (Yüz yüze),Oktay Eren Türeyen,MEDC MEDC,Çarşamba Çarşamba,09:30/12:29 13:30/17:29,2D18 2D18,100,17,-,"DEN_LS, GEM_LS, INS_LS",Detay,-,MUK
30325,MUK 204,Mukavemet II,Fiziksel (Yüz yüze),Oktay Eren Türeyen,MEDC MEDC,Perşembe Perşembe,09:30/12:29 13:30/17:29,2D18 2D18,110,104,-,"DEN_LS, GEM_LS, INS_LS",Detay,-,MUK
30279,MUK 211,Mukavemet,Fiziksel (Yüz yüze),Tahir Soyugüzel,MEDC MEDC,Pazartesi Salı,08:30/16:59 08:30/09:29,ZA2 ZA2,30,10,-,UCK_LS,Detay,-,MUK
30280,MUK 211E,Strength of Materials,Fiziksel (Yüz yüze),Tahir Soyugüzel,MEDC MEDC,Salı Perşembe,12:30/13:29 08:30/16:59,ZA2 ZA2,55,62,-,"UCK_LS, UZB_LS, UZBE_LS",Detay,-,MUK
30289,MUZ 302,Müzik Tarihi VI,Fiziksel (Yüz yüze),"Gözde Çolakoğlu Sarı , Serhan Dilhan Yavuz",TMB TMB TMB,Salı Çarşamba Perşembe,13:30/16:29 13:30/15:29 10:30/12:29,-- -- --,5,1,-,MUZ_LS,-,-,MUZ
30288,MUZ 458,İleri Osmanlıca IV,Fiziksel (Yüz yüze),"Gözde Çolakoğlu Sarı , Serhan Dilhan Yavuz",TMB TMB,Salı Çarşamba,10:30/12:29 09:30/12:29,-- --,5,4,-,MUZ_LS,Detay,-,MUZ
30275,MYZ 312,Meteorolojide Makine Öğrenmesi,Fiziksel (Yüz yüze),Ahmet Öztopal,MEDC MEDC,Cuma Cuma,08:30/12:29 14:30/17:29,2D13 2D13,20,6,-,"IBM_LS, MTO_LS",Detay,-,MYZ
30471,PHY 127,Physics,Fiziksel (Yüz yüze),Emre Onur Kahya,FEB FEB,Çarşamba Çarşamba,08:30/11:59 13:30/16:59,D102 D102,20,2,-,SBL_LS,-,-,PHY
30400,SGI 201,Statics,Fiziksel (Yüz yüze),Mustafa Erden Yıldızdağ,MEDC MEDC MEDC,Pazartesi Perşembe Cuma,13:30/14:29 14:30/17:29 14:00/16:59,2D11 2D11 2D11,30,9,-,SGI_LS,-,-,SGI
30407,SGI 216,Heat Transfer In Engineering,Fiziksel (Yüz yüze),Selma Ergin,MEDC MEDC,Pazartesi Perşembe,08:30/12:29 09:00/11:59,2D14 2D14,10,8,-,SGI_LS,-,-,SGI
30354,SNT 102,Fotoğraf,Fiziksel (Yüz yüze),Hulki Korkut İlhan,MMB MMB,Perşembe Perşembe,09:00/12:59 14:00/16:59,FOTOATOLYE FOTOATOLYE,24,24,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30355,SNT 102,Fotoğraf,Fiziksel (Yüz yüze),Hulki Korkut İlhan,MMB MMB,Cuma Cuma,09:00/12:59 14:00/16:59,FOTOATOLYE FOTOATOLYE,24,26,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30349,SNT 103,Desen,Fiziksel (Yüz yüze),Ceylan Pınar Genç,MMB MMB,Çarşamba Çarşamba,09:00/12:59 14:00/16:59,217D 217D,23,22,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30350,SNT 103,Desen,Fiziksel (Yüz yüze),Ceylan Pınar Genç,MMB MMB,Cuma Cuma,09:00/12:59 14:00/16:59,217D 217D,23,22,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30357,SNT 103,Desen,Fiziksel (Yüz yüze),Mehmet Güler,MMB MMB,Perşembe Perşembe,09:00/12:59 14:00/16:59,227B 227B,24,24,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30358,SNT 103,Desen,Fiziksel (Yüz yüze),Mehmet Güler,MMB MMB,Cuma Cuma,09:00/12:59 14:00/16:59,227B 227B,24,23,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30359,SNT 103E,Drawing,Fiziksel (Yüz yüze),Oğuz Haşlakoğlu,MMB MMB,Çarşamba Çarşamba,09:00/12:59 14:00/16:59,227B 227B,22,22,-,"ARC_LS, BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, DUI_LS, DUIE_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENT_LS, ENTE_LS, EUT_LS, EUTE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, GMI_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IEBE_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMME_LS, KOM_LS, KOME_LS, KON_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MEN_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MSS_LS, MTM_LS, MTO_LS, MTOE_LS, NAE_LS, PEM_LS, PEME_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEK_LS, TEKE_LS, TEL_LS, UCK_LS, UZB_LS, UZBE_LS, VBAE_LS, YZVE_LS",-,-,SNT
30363,SNT 104,Mitoloji ve Sanat,Fiziksel (Yüz yüze),Yasemin Dora,MED MED,Salı Salı,09:00/12:59 14:00/16:59,B32 B32,23,20,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30360,SNT 105,Sinema Sanatı,Fiziksel (Yüz yüze),Özden İnal,MMB MMB,Çarşamba Çarşamba,09:00/12:59 14:00/16:59,216A 216A,24,21,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30361,SNT 105,Sinema Sanatı,Fiziksel (Yüz yüze),Özden İnal,MMB MMB,Perşembe Perşembe,09:00/12:59 14:00/16:59,216A 216A,24,24,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30356,SNT 105E,Film Art,Fiziksel (Yüz yüze),Kağan Demirdöven,MDB MDB,Perşembe Perşembe,09:00/12:59 14:00/16:59,A201 A201,60,60,-,"ARC_LS, BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, DUI_LS, DUIE_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENT_LS, ENTE_LS, EUT_LS, EUTE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, GMI_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IEBE_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMME_LS, KOM_LS, KOME_LS, KON_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MEN_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MSS_LS, MTM_LS, MTO_LS, MTOE_LS, NAE_LS, PEM_LS, PEME_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEK_LS, TEKE_LS, TEL_LS, UCK_LS, UZB_LS, UZBE_LS, VBAE_LS, YZVE_LS",-,-,SNT
30346,SNT 106,Geleneks. Türk El Sanatları,Fiziksel (Yüz yüze),Ayşe Yivlik Neftçi,MMB MMB,Salı Salı,09:00/12:59 14:00/16:59,217C 217C,26,24,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30432,SNT 107,İlkçağ Anadolu Uygarlıkları,Fiziksel (Yüz yüze),Ayşe Yivlik Neftçi,MMB MMB,Çarşamba Çarşamba,09:00/12:59 14:00/16:59,217B 217B,26,22,-,"BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS",-,-,SNT
30352,SNT 112,Tiyatro,Fiziksel (Yüz yüze),Gökhan Doğrusoy,MMB MMB,Pazartesi Pazartesi,09:00/12:59 14:00/16:59,213 213,25,25,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30353,SNT 112,Tiyatro,Fiziksel (Yüz yüze),Gökhan Doğrusoy,MMB MMB,Çarşamba Çarşamba,09:00/12:59 14:00/16:59,213 213,25,23,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30347,SNT 116,İletişim Sanatı,Fiziksel (Yüz yüze),Cengiz Çevik,MMB MMB,Çarşamba Çarşamba,09:00/12:59 14:00/16:59,217A 217A,24,22,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30348,SNT 116,İletişim Sanatı,Fiziksel (Yüz yüze),Cengiz Çevik,MMB MMB,Perşembe Perşembe,09:00/12:59 14:00/16:59,217A 217A,24,23,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30362,SNT 211E,"Istanbul:Hist.,Art and Society",Fiziksel (Yüz yüze),Pınar Erkan Bursa,MKB MKB,Cuma Cuma,09:00/12:59 14:00/16:59,D452 D452,35,35,-,"ARC_LS, BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEN_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, DUI_LS, DUIE_LS, ECNE_LS, EEE_LS, EFN_LS, EHB_LS, EHBE_LS, EHS_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENT_LS, ENTE_LS, EUT_LS, EUTE_LS, FIZ_LS, FIZE_LS, GEM_LS, GEME_LS, GEMK_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, GMI_LS, HTA_LS, HTAE_LS, IAD_LS, IBM_LS, ICM_LS, IEBE_LS, IML_LS, IMLE_LS, IND_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMME_LS, KOM_LS, KOME_LS, KON_LS, MAD_LS, MADE_LS, MAK_LS, MAKE_LS, MAT_LS, MATE_LS, MEN_LS, MET_LS, METE_LS, MIM_LS, MIME_LS, MMD_LS, MSS_LS, MTM_LS, MTO_LS, MTOE_LS, NAE_LS, PEM_LS, PEME_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SAO_OL, SBP_LS, SBPE_LS, SECE_LS, TEK_LS, TEKE_LS, TEL_LS, UCK_LS, UZB_LS, UZBE_LS, VBAE_LS, YZVE_LS",-,-,SNT
30351,SNT 212,"Sanat,Kültür ve Toplum",Fiziksel (Yüz yüze),Gizem Mater,MMB MMB,Salı Salı,09:00/12:59 14:00/16:59,217D 217D,23,21,-,"BIO_LS, BLG_LS, CEV_LS, CHZ_LS, DEN_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, ENT_LS, EUT_LS, FIZ_LS, GEM_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, ICM_LS, IML_LS, INS_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KMM_LS, KOM_LS, KON_LS, MAD_LS, MAK_LS, MAT_LS, MET_LS, MIM_LS, MTO_LS, PEM_LS, PET_LS, ROS_LS, SAO_OL, SBP_LS, TEK_LS, TEL_LS, UCK_LS, UZB_LS",-,-,SNT
30304,TER 201,Termodinamik,Fiziksel (Yüz yüze),Birgül Benli,MDB MDB,Çarşamba Çarşamba,08:30/11:59 14:00/17:29,A101 A101,50,31,-,"CHZ_LS, DEN_LS, EHB_LS, ISL_LS, JEO_LS, KOM_LS, KON_LS",Detay,-,TER
30322,TER 201,Termodinamik,Fiziksel (Yüz yüze),Halil Saraçoğlu,MEDC,Pazartesi,09:30/16:29,2D15,35,33,-,"CEV_LS, CHZ_LS, DEN_LS, END_LS, GMI_LS, ISL_LS, JEF_LS, JEO_LS, KIM_LS, KOM_LS, PET_LS, TEK_LS, UCK_LS, UZB_LS",Detay,-,TER
30323,TER 201E,Thermodynamics,Fiziksel (Yüz yüze),Halil Saraçoğlu,MEDC,Salı,09:30/16:29,3D20,45,47,-,"CEVE_LS, CHZE_LS, DENE_LS, ENDE_LS, ISLE_LS, JEFE_LS, JEOE_LS, KIME_LS, KOME_LS, PETE_LS, TEKE_LS, UZBE_LS",Detay,-,TER
30489,TES 122E,Vis.CommII:Visualization&Persp,Fiziksel (Yüz yüze),Sema Alaçam,MMB MMB MMB,Salı Perşembe Perşembe,09:00/11:59 09:00/11:59 13:30/16:59,-- -- --,15,5,-,"EUT_LS, ICM_LS, MIM_LS, MIME_LS, PEM_LS, SBP_LS, SBPE_LS",Detay,-,TES
30452,THO 110,Oyun Ritim Bilgisi II,Fiziksel (Yüz yüze),Eyüp Uzunkaya,TMB TMB,Çarşamba Perşembe,14:30/17:29 08:30/10:29,-- --,10,6,-,THO_LS,Detay,-,THO
30290,THO 205,Oyunda Yöresel Tavırlar I,Fiziksel (Yüz yüze),Eyüp Uzunkaya,TMB TMB TMB TMB,Pazartesi Salı Çarşamba Perşembe,09:30/12:29 13:30/16:29 10:30/12:29 10:30/11:59,-- -- -- --,10,10,-,THO_LS,-,-,THO
30294,THO 311,Oyun Analizi I,Fiziksel (Yüz yüze),Eyüp Uzunkaya,TMB TMB TMB,Pazartesi Salı Çarşamba,13:30/16:29 09:30/12:29 13:30/14:29,-- -- --,8,6,-,THO_LS,-,-,THO
30292,THO 313,Koreoloji I,Fiziksel (Yüz yüze),Eyüp Uzunkaya,TMB TMB TMB TMB,Çarşamba Perşembe Cuma Cuma,08:30/10:29 13:30/16:29 09:30/12:29 14:00/15:29,-- -- -- --,10,9,-,THO_LS,-,-,THO
30291,THO 317,Sahne Projesi I (Kredisiz),Fiziksel (Yüz yüze),İlknur Bektaş,TMB TMB TMB TMB,Pazartesi Salı Çarşamba Perşembe,09:30/12:29 13:30/16:29 10:30/12:29 10:30/11:59,-- -- -- --,8,4,-,THO_LS,-,-,THO
30293,THO 411,Geleneksel Giyim Kuşam I,Fiziksel (Yüz yüze),İlknur Bektaş,TMB TMB,Pazartesi Salı,13:30/16:29 10:30/12:29,-- --,8,5,-,THO_LS,-,-,THO
30486,TUR 102,Türk Dili II,Sanal (Çevrimiçi/Online),Abdullah Esen,MED,Cuma,08:00/12:59,--,15,4,-,"AIN_LS, EHN_LS, MBI_LS, MSS_LS, SBL_LS, SDU_LS, SED_LS, SEK_LS, SEN_LS, SGI_LS, SGM_LS, SIN_LS, SIS_LS, SMT_LS, STP_LS",-,-,TUR
